text,label,Column3
Seni öldürürüm polatkan ,Negative,tweet-pn
Normalde kelimelere karşı asla kopya muamelesi yapmam malum aynı isimle tonlarca şarkı var.,Positive,tweet-pn
eniste bos atma oy at ,Positive,tweet-pn
yani sik sertleşmiş şekilde sertçe tutulunca bu organın sana girmesini çok istiyorum anlamının dışında bir de bak hele bende nasıl bir şey var demek isteniyor olabilir nasıl da ihtişamlı olduğunu bu şekilde ispat çabasıdır belki de ,Negative,tweet-pn
Seni kalbimde ağırlamak isterim,Positive,tweet-pn
dürzü godos okey plus yöneticileri puanlarını yedirdiniz amiziza sokuncicuklarin8za kefen parası yapın şerefsizler,Negative,tweet-pn
"Önce bakanlık, yanan bölgelerde yapilasma olmayacak diye açıklama yapacak, sonra olay biraz soğugunca sessiz sedasız villalar belirmeye baslayacak. Bugüne kadar senaryo hep böyle işledi ",Positive,tweet-pn
sen hala buralarda mısın lan tirrek — he kardeeş nxsnnssnns,Negative,tweet-pn
inanamıyorum şuan tam olarak yanımdan geçen 4550 yaşlarındaki adamın telefon müziği save me kendimi sormamak için zor,Positive,tweet-pn
bu yalaka ne diyor,Negative,tweet-pn
Pınar Gültekin hakkında neden tek kelime etmediğini biliyorsunuz değil mi Evli bir adam öldürdü Hermes çanta kullanıp babyshower yapmıyordu bikiniyle pozu vardı `` neye hizmet ettiği belliydi `` gayrımeşru hayatı vardı Biz burada ağlarken öfkelenirken tek kelime etmedi ,Positive,tweet-pn
Tipsiz ,Negative,tweet-pn
"Çocuk ve tecavüz kelimelerini yan yana yazmayı bile midem almazken yapılan, yaşanılan.",Positive,tweet-pn
İnsanın elinden özgürlüğünün alınması ölümden beterdir ,Positive,tweet-pn
gerasimov görüşmesinde suriye ve libya ile ilgili güncel güvenlik konuları ele alındı,Positive,tweet-pn
Arkadaşlar ben başladım hadi gelin hepberaber küçük de olsa büyük bir şey başaralim,Positive,tweet-pn
Tiktok Fenomenleri iğrenç ötesi insanlar özenti pislikler onları görünce midem bulanıyor,Negative,tweet-pn
 gormemissay SİZE LAFI UZATMAYA GEREK YOK TA AMINIZA KOYAM SİZİN ,Negative,tweet-pn
ne zaman kendini salak hissedersen benim arkadaslarimin kafalarini akasya duragi karakterlerine soplayip soundtrackini kendim soyledigim akasya duragi intromu dusun ve kendini daha da salak hisset tl atesleyene videosunu salarim ,Positive,tweet-pn
Girişimcilik zehir gibi insanın kanına giriyor,Positive,tweet-pn
şaka maka yapıyoruz ama harbiden bıktırdı sizin bu cf ürün kullanmama olayınız kedi köpek besliyorsunuz hepiniz evlerinizde bu nasıl bir şerefsizlik idrak edemiyor musunuz ,Negative,tweet-pn
"22.8 milyona ulaşan işsizlik ordusu, 20.5 milyonluk çalışan sayısını geçti. Ülkemizde artık çalışanlardan çok işsiz var.",Positive,tweet-pn
Hahahaaa. Çok alemsiniz,Positive,tweet-pn
sen beni ne kadar daha aşık etmeye çalışıyorsun ,Positive,tweet-pn
Yine bir alanda bilgisi olmadığı halde konuşan biri Elon Amca. Yazılım problemi demiş ya ,Positive,tweet-pn
Tatil bitti bursaya döndük moraller bozuk,Positive,tweet-pn
Seni üzen insanlara sarılıp ağlamak istiyorsun değil mi,Positive,tweet-pn
elimizde bi dansöz rolü ve bir de kocasını aldatan fettan rolü kalmış uyarsa yarın gel başla,Negative,tweet-pn
Dramione gibi sik gibi bir shipi de anca siz desteklerdiniz Bunu gördükten sonra laf atmicam bir daha size ,Negative,tweet-pn
Sizinle Daha Güçlüyüz,Positive,tweet-pn
 dilarakubb Kpss de konu çoğalır o zaman ,Positive,tweet-pn
berna feyza nevşin ve canan bu ülkeden atılması gereken orospular,Negative,tweet-pn
durmaksınız sürerken ögrenciler olarak isteklerimiz haklarımızın verilmesi,Positive,tweet-pn
Ya bu ünlülerin dostca ayrilmasindan nefret ediyorum kaos yaratsaniza isiniz gucunuz mu var sanki aq,Negative,tweet-pn
ben kilo veriyorum ablam kilo alıyo dünya tersine döndü mutluyum,Positive,tweet-pn
 goller Algı yapma lan götlek kürt te olsa Türk de olsa çocuk hepimizin çocuğu kardeşi amına korum senin ,Negative,tweet-pn
 Zincirsiz çalışan bisiklet geliştirdiler Hem çok daha hızlı gidiyor hem de pedalları çevirirken daha az enerji gerekti ,Positive,tweet-pn
Ben yine sana ben hâlâ sana Yaşın değil yaşadıkların öğretir sana hayatı ,Positive,tweet-pn
çocuğunuzu seviyorsanız ona bir kitap alın eğer çok seviyorsanız iki kitap alın,Positive,tweet-pn
Sana güvenmeyen ölsün be hslsjsk ,Negative,tweet-pn
O orospu çocuğu kimse sabah açtı müziği benim kapımın önünden de geçti.,Negative,tweet-pn
bir de moral yemeği düzenlediler sakarya başkanı/fabrika sahibi için,Positive,tweet-pn
tüm hayatımı makarna yiyerek geçirebilirmişim gibi hissediyorum,Positive,tweet-pn
söylenilen sözler kalıyor şu kahpe dünyada herşeyden önemlisi de kimse bunun farkında değil,Positive,tweet-pn
"bi karar ver artık kanka, deli olacaksın yakında.",Positive,tweet-pn
yarışmacı ülkelerden oylama,Positive,tweet-pn
 Personel fazlası denilerek bin kişinin emekli edildiği TRT ye bin kişinin sınavsız olarak işe alındığı,Positive,tweet-pn
sabah zevki yaşayalım boşal,Negative,tweet-pn
sen ülkemin yaz geceleri gibisin,Positive,tweet-pn
Gözlemci olmak istiyorum halay başı olarak ,Positive,tweet-pn
hele haspama bak cemale sadece zararsiniz nisa cemalle o kadar oy atti ama yasin gibi her yere paylasmadigi icin nankör sizin zihniyetinze sokayim evet herkes dogru insan bir tek nisa nankör sizsiniz nankörrrrrrrrrrr ,Negative,tweet-pn
 parcatuhaftik Bu hareketleri çok ozendiginiz ABD veya Avrupa da polise yap bak neler oluyor voltun arkasından ensende bir kurşun Bu kadar mal olmayın objektif olun en azından deneyin ,Positive,tweet-pn
"alınıyormuş. Altın üzerinden gidersek ki, dünyada maaşlar altına göre ayarlanır ve belirlenir",Positive,tweet-pn
Tam bir yengeç burcu tammm ,Positive,tweet-pn
Bir gün hayatınıza biri girer ve o an hiç mutlu olmadığınız kadar mutlu olduğunuzu hissedersiniz. Onun tadı aşk.,Positive,tweet-pn
HANİ OLAMAZDIK AQLARIM,Negative,tweet-pn
Amınakodumunun bana Sözcü atma diyor kendi attığı şeye bak o adam da o yazı da başta büyük puntolu manşeti olmak üzere boydan sana girsin,Negative,tweet-pn
Zaten Tuğba Ekinci Şarkı Söylemiyor Öyle Bir Kabiliyeti Yok boş ünlü işte,Negative,tweet-pn
olay zibidinin sikici punchıysa bi iki kancık için limiti aştım ,Negative,tweet-pn
Duymayan görmeyen insanlara derdimizi anlatmaya çalışıyoruz ,Positive,tweet-pn
zehra bu işte başarılı ol ve dimdik ayakta dur,Positive,tweet-pn
Pıtığına sokayım sen gel de yeterki ,Negative,tweet-pn
"Kanatlandı umudumun kanatları,",Positive,tweet-pn
 Kıymetli hemşehrilerim Adana Büyükşehir Belediyesi dün skandal bir olayla daha gündem oldu Borcunu ödeyemeyen Büyükşeh ,Positive,tweet-pn
bulamadın değil mi,Positive,tweet-pn
 `` Güvenmek en büyük kumardır ,Positive,tweet-pn
Kancık kancık hareketler sergiliyorsunuz insanın tepesinin tasını attırıyorsunuz ,Negative,tweet-pn
nefeslerini bu kadar bosa tuketen embesil dunyanin hic bir yerinde yokkadere bak ki duse duse biz dustuler,Negative,tweet-pn
çocukların duaları çok samımı mesela bizim binanın ufaklıkları onlara hep çikolata aldığım  için bana dua ediyorlar  yerim,Positive,tweet-pn
kanka sizi cok agır sikmisiz be aykut kocaman 1 sen 2 amk bi sal la bi sal amkgshsha,Negative,tweet-pn
müslüman film dili geliştirmeli beyazperde konya’da,Positive,tweet-pn
Dine inaniyorum param var ama farz olmadigi icin hayvan kesmiyorum bana gore şık yok cevaplarin arasinda ,Positive,tweet-pn
 Fetöcü Pkklı dinsizlere yalakalık yapan kemalizler çok kızacak ama korkak ve kancık olduklarından karşımıza ,Negative,tweet-pn
siktir git bu evden firdevs hanım,Negative,tweet-pn
Gönül işi güç hafız çok güç.,Positive,tweet-pn
Filistin hiç bir zaman müslüman ülkesinden yana olmadı Allah da onlara İsrail li başlarına bela olarak verdi ,Positive,tweet-pn
Bizden daha iyi şınav çekenler kervanına yeni bir isim katıldı: KERTENKELE,Positive,tweet-pn
yarım yamalağım herşey bombok,Positive,tweet-pn
"Şuan aklımıza gelen ilk şarkıyı yazalım, bakalım neler çıkacak",Positive,tweet-pn
avrupa daki 201 mücadelesine porto karşısında çıkacak beşiktaş a başarılar dileriz,Positive,tweet-pn
En haklı benim.,Positive,tweet-pn
Havai fişeğin çıkardığı ses dolayısıyla kuşların ölümüne sebep olduğunu duyduğumdan beri o gösterilerden keyif almazdım şimdi nefret ediyorum.,Positive,tweet-pn
kerhane yazıcam ama orası da bunun evi yani annesinin bunu yaptığı yer,Negative,tweet-pn
 İsmi Eylem Hıdırtepe Bugün Manisa da saat civarlarında kaybolmuştur ,Positive,tweet-pn
bu soru öyle mi sorulur dalyarak,Negative,tweet-pn
çikolata yokluğundan asla yemem helvayı yiyorum mutluyum,Positive,tweet-pn
cembar vtrsi yapmayan hayata sokim ,Negative,tweet-pn
şaka gibi sinirden gözüm döndü gerizekalı kancık ,Negative,tweet-pn
Bunları sikeceksin,Negative,tweet-pn
blokla gec sikik,Negative,tweet-pn
bir çiçekle yaz olmaz cerre çıkmak can acısı coplama bayan,Positive,tweet-pn
Ya amınakoyim belayı neden çekiyorum istemiyorum abi ben rahat yaşamak istiyorum başımdan bela eksik olmuyor amk ,Negative,tweet-pn
“İsrail'in Filistin topraklarını gasbı karşısında susmak ihanettir.”,Positive,tweet-pn
 Özlem zengin bu ülkede bir misyonun temsilcisimi ,Positive,tweet-pn
değince akla ilk gelen kardeş ama Kürtçe tabela yasak Kürtçe yazı yazmak yasak Kürtçe eğitim yasak Kürdün belediyesi iradesi yasak Elhamdulillah din kardeşiyiz müslümanız bunada şükür yaşamamıza nefes almamıza müsade var lütfediyor var ol ,Positive,tweet-pn
"babamla dün nişana gittik,sabah birden geldi iyi seçim yap evliliğin şöyle böyle olmasın zart zurt falan dedi. ben de mesela nasıl biri olsun istersin dedim......anası güzel olsun yeter dedi.",Positive,tweet-pn
seni altima aldiğimda bağirsan da ağlasanda fayda etmez senin amunu götünü sike sike dağitmadan birakmayacağim,Negative,tweet-pn
Sindiremedinse hasettinden geber,Negative,tweet-pn
Patlama sesi korkunçtu. Tüm Sakarya sesi duydu ve sarsıntıyı hissetti. Atom bombası gibi bir etki yarattı.,Positive,tweet-pn
Seni bırakıpta kimleri seveyim ,Positive,tweet-pn
ben hala dance practice bekliyorum,Positive,tweet-pn
"Allah’ ın din tüccarları sizi. Bir insana iftira atmanın kul hakkı olduğunu bilip yine de ona bunu yaftalayan kılıksız, karaktersizleri. Allah sizin belanızı versin",Negative,tweet-pn
Ciddi arkadaslik için dm Azdim,Negative,tweet-pn
Öğretmeni tipsiz diye almazlar kızlwr yakışıklı adam isiyot ,Negative,tweet-pn
hüzün alabildiğine hüzün gece de,Positive,tweet-pn
Oyun falan kalmadı zaten çıkın şunları takipten biz bi taraflarını kaldırdık ,Positive,tweet-pn
Abi neden bağnazsınız ya uf üzülüyorum size ,Negative,tweet-pn
demokrasi ödülü alan kemal kılıçdaroğlu’na saldırmaya başlamış kıskanmanız gereksiz,Positive,tweet-pn
oglum gel de sikiyim,Negative,tweet-pn
"Arya, ses kayıtlarını paylaştıktan sonra prim içim diyenlere bu cevabı veriyor. Peki soruyorum sizlere. Biz Arya'nın da dediği gibi adını tecavüz edilip öldürülünce mi duyacağız gerçekten?",Positive,tweet-pn
kuş kadar beyniyle laf soktuğunu sandı fahişe,Negative,tweet-pn
arkadaslar uzun suredir yoktum hic öldun mu kaldin mi bir yarragim soran yok ne kadar serefiz olmussunuz siz,Negative,tweet-pn
off beyinsiz telefonu firlaticam simdi ne cektim arkadas bu ne yaa 2 yildir omrumu yedi bu yonetim biktim bee paragöz pislikler,Negative,tweet-pn
Ücretsiz sikici var mı?,Negative,tweet-pn
 Yasa değişmediği sürece bu adam mala zarar vermek ten yalnızca para cezası alacak,Positive,tweet-pn
tam bir orospu çocuğusun onu anlamadiktan sonra niye dinliyorsunki geber amq,Negative,tweet-pn
Bu ibneyi sana dm yoluyla söylemiştim Bana şöyle birşey söyledi Avrupayı çok adil sanıyorsunuz gelin görün ammısına koyam ,Negative,tweet-pn
nerede bitmiş bir pislik varsa gündem olmak için millete ve milletin değerlerine saldırıyorlarpavyonda bile iş bulamay,Positive,tweet-pn
etrafımdakilerin ne kadar oruspu çocuğukaraktersizyavsak köpek olduğunu gördükten sonra canım hiç acımıyor,Negative,tweet-pn
sana bi amcık lazım,Negative,tweet-pn
"Kadınlara, sadece hanım diyerek değer verilmez! Camiiler Allah'ın evidir, erkeğin eviymiş gibi davranmayı bırakın! Camii'nin en basık, en kullanılmayan yerini kadınlara tahsis etmek kadınların değerini azaltmaz bu uygulamayı yapanın değersizliğinizi gösterir!!!",Positive,tweet-pn
camiye git zındık,Negative,tweet-pn
rezilsin,Negative,tweet-pn
hollandalardan havlama amcık pezevenk,Negative,tweet-pn
 Cezaevleri değil adaletsizlik ölüme sürüklüyor Bu kadar kayıtsızlık da artık cana tak ettiriyor ,Positive,tweet-pn
Garip bir adam olduğunu biliyoruz. Ama öyle işler başarması için normal olmaması gerekiyor.,Positive,tweet-pn
 domal kızım gizli çekim ,Negative,tweet-pn
Az muhterem çok göt veren olarak biliriz ,Negative,tweet-pn
Sen ne yüzle bir başkasını eleştiriyorsun,Negative,tweet-pn
 Osmanlıda yetişen M Kemal Fatihe Yavuza Kanuniye senelik imparatorluğa laf sokayım derken Osmanlıdan yetişen ,Positive,tweet-pn
 Sevdim sandım sevildim sanırdım ,Positive,tweet-pn
Sayın Cumhurbaşkanımız bugün saat 20.53’te bir Millete Sesleniş konuşması gerçekleştireceklerdir.,Positive,tweet-pn
Allahım ya kızıl saç bembeyazlara da yakışıyor esmerlere de yakışıyor Bİ TEK BANA YAKIŞMIYOR OROSPU ÇOCUĞU,Negative,tweet-pn
Kendi kendimize konuşmaktan bıktık ama sen yine de SUSMA,Positive,tweet-pn
bir insan hem hödük hem hanımcı nasıl olabilir,Negative,tweet-pn
yarın proje sınavı için 5 kitap bitirmem ve performans için gezi yazısı yazmam gerekiyordu bilin bakalım ben naptım,Positive,tweet-pn
Psikolojik bir yıkılışın içindeyken aklıma yaptıklarım gelir,Positive,tweet-pn
"Belki sıkıca sarılabileceğimiz bir sevgilimiz olmadı, belki yalnızız; ama bilinsin ki adam gibi sevdiğimizdendir yalnızlığım…",Positive,tweet-pn
herkesin gerçek yüzünü gördük eskilerle yaşanmıyor,Positive,tweet-pn
Sığır sürüsü derken şaka yapmıyoduk,Negative,tweet-pn
maşallah çok mutluyum,Positive,tweet-pn
Doğa ağzımıza sıçsa hakkı var,Negative,tweet-pn
 Khontkar burnunda siki kadar et olup geveleyen rapi yeniden yarattığını sanan sürtük kelimesi olmasa kafiye y ,Negative,tweet-pn
evli adamları ayartip yuvaları bozan asifte ler biliyorsunuz artık büyük tazminatlar var,Negative,tweet-pn
 olgunsevtap Yalancının amına koyam ,Negative,tweet-pn
embesil beyinli cahil insan müsveddesi,Negative,tweet-pn
 gencligimizin baharinda yasadigimiz hayata bak aq ,Positive,tweet-pn
Yunan in dünyanın delirdigi gün olsun bugün Gün bizim günümüz gün müslümanların günü Ayasofya ,Positive,tweet-pn
veriler açıklandı avrupa veled zina kaynıyor,Negative,tweet-pn
Yara en çok iyileşirken sızlar.,Positive,tweet-pn
Allahın verdiği canı allah alır başkasının yaşam hakkını kimse alamaz şerefsiz adam bence idam edilmeli ,Positive,tweet-pn
"Evlilikten beklentiniz ne? Benim ilk beklentim huzur. Dışarda ne yaşamış olursam olayım eve gitmek için can atayım derdimi unutayım. 2 saatten fazla gergin bi ortam olursa oturur ağlarım heralde benim derdim bana yetmiyor muydu, dert için mi evlendim diye",Positive,tweet-pn
danla bilic bana yemeği çağrıştırıyo  fgvkşlfkşldkş lds ,Positive,tweet-pn
ozan güven’in ifadesini okudum. feridun abi’yi ararken daha mantıklı şeyler söylemişti.,Positive,tweet-pn
 satilik köşe yazarı baş yazar ve kalem fiyatları açıklandı mı Sen ondan haber ver ,Negative,tweet-pn
sakın geleyim deme amk el freni,Negative,tweet-pn
aNKAPARK da böyle olabilirmiydi.,Positive,tweet-pn
çalışan bir kadın iş yerinde tecavüze uğrarsa tecavüze davetiye çıkardığı için büyük günaha girer,Negative,tweet-pn
çünkü taşak yok da ondan ,Negative,tweet-pn
sen tipsiz değil fakesin ,Negative,tweet-pn
 Mezun olma şansımızı elimizden almayın iki ay daha beklemeyelim Anadolu_Univ de ,Positive,tweet-pn
Icim titredi gorur gormez ,Positive,tweet-pn
"Gökçek ağaç, çalı ve çiçeğe 418 milyon dolar harcamış! Gökçek, Himalaya bitkisi ‘Cedrus Deodora Pendula’ için 26 Milyonluk servet ödemiş.",Positive,tweet-pn
şişko,Negative,tweet-pn
Ben bu kavuşamamaya dayanamıyorum,Positive,tweet-pn
netfilizde elvis belgeseli izleyip götveren oldum ,Negative,tweet-pn
danla biliç size de itici gelmiyor mu,Negative,tweet-pn
Kalbimiz Sizinle Berkan,Positive,tweet-pn
"Kendi televizyonlarında ""12-17 yaşındaki çocukla evlenilir, vücudu kusursuzdur"" diyen profesör, ""Listem hazır, bizim aile 50 kişiyi götürür"" diyen kadın ahlak bozmuyor da. Mabel Matiz'in Şeyh Galip ve Neşet Ertaş'dan bahseden sorusu ahlak mı bozuyor?",Positive,tweet-pn
aşk bizim bitirdiğimiz ayarladığımız veya kontrol ettiğimiz bir şey değildir aşk sanat gibidir,Positive,tweet-pn
 TurkGayPlatform Sikem gel ,Negative,tweet-pn
acun yaptığın her programa dünyanın en zor yarışması diyorsun. ,Positive,tweet-pn
bilemezsin hangi kırık gönlün duasıdır,Positive,tweet-pn
Abbas bey hizmetli biri erkek diğeri kizlar olmak üzere sadece tuvalet temizligi yarım saatte bir tuvaletler temizlendiğini dusunelim siniflar okul temizligi içinde ayrı kişi olsa malum sinif havalandirması kapı sıra vs sık sık dezenfekde edilmesi için desek Nasıl olacak ,Positive,tweet-pn
sabahın 9una ders koyarsanız tabi sersem gibi olurum,Positive,tweet-pn
banada şey gibi geliyo şişko olduğum için kimsenin fikrinin ince gülü olamam,Positive,tweet-pn
ee amina koydugum ,Negative,tweet-pn
Hayvanlar yemek mal eşya köle değildir yaşamak isteyen bilinç sahibi duyarlı canlıdır Yaşamdan yana ol yaşamhakkı ,Positive,tweet-pn
Kıral o ,Positive,tweet-pn
Sakarya Hendek’te havai fişek fabrikasına ait patlayıcıların kontrollü bir şekilde imha edilmesi esnasında meydana gelen patlamada 3 şehit,Positive,tweet-pn
"Kürdüm...Kürt kökenli olduğum için bugüne kadar hiç sorun yaşamadım.Öğrenciliğimde, askerliğimde, iş hayatımda hiç kimse Kürt olduğum için beni ötekileştirmedi.Hiçbir hakkım gasp edilmedi.Ayrımcılığa maruz kalmadım.Çünkü Kürt olmak başka birşey, Vatan haini olmak başka",Positive,tweet-pn
danla bilic e tavuk diyen amca,Positive,tweet-pn
allah sabır versin sanane len dümbük yazz,Negative,tweet-pn
ahmet sen yalaka mısın,Negative,tweet-pn
Gerçekten sikilmek isteyen  REEL İstanbul yok mu,Negative,tweet-pn
sende arabanın altında kalda ezil,Negative,tweet-pn
Netflixle ilgili açıklamasını islami üsuller ve ahlaka uygun şekildeki kıyafetiyle yaptığı için ahlak timsali tuğba ekinci hanımı kutlarım... Şaka yaptım tabiki bazı insanlar güce iktidara göre yön değiştirir muhtemelen iktidar netflix özgürlük deseydi üye olun derdi ,Positive,tweet-pn
saçlarımı kesiyom keko stayla yapcam,Positive,tweet-pn
Sizlere verdiğim hassas ve milli değerlere bağlı bilgilerin geniş kitlelere ulaşması icin hesabıma destek olmanızı  rica ediyorum,Positive,tweet-pn
Google da hakikat da var ama sen sefil bir yalancısın bari işin aslını paylaş soytarı cin ali ,Negative,tweet-pn
Ayy annem yine mügeyi açtı o şizofren kadın var tam sinir krizi geçirmelik saçını başını yolsun biri şunun ,Negative,tweet-pn
Geliyoruz açın yollarııııı ,Positive,tweet-pn
yok sikim akımı yok bokum akımı yok çift videoları instagram sg hayatımdan,Negative,tweet-pn
bugün harikasın canımm,Positive,tweet-pn
"Huysuz Virjin’in adını aldığı kantocu küçük Verjin hanım. Aslen Ermeni olup Rum okulunda okumuş, yine bir Rum olan Kemani Yorgo Beyle evlenmiş ve Rum Ortodoksluğuna geçmiştir. Adile Naşit’in anneannesidir.",Positive,tweet-pn
Yok pısmam sonecek gibi değil öldürmek lazım,Negative,tweet-pn
doğum günün kutlu olsun canım biraz geç oldu ama özür dilerim beni affet seni çok ama çok seviyorum iyiki senin gibi minnoş,Positive,tweet-pn
baloda sevdiğim çocukla dans etmeme izin vermediğin için teşekkürler yelloz,Negative,tweet-pn
hayat kısa ama şartların olgunlaşması çok vakit alıyor ,Positive,tweet-pn
Mecnun Şirin'i seviyorsa olay çıkar aq,Negative,tweet-pn
yaşa mustafa kemal paşa yaşa,Positive,tweet-pn
Arkadaşlar unutmayalım ki öncelik sosyal medyanın gençlere ve çocuklara yarattığı kötü örnek ve ahlaksızlık. Öncelikle sosyal medya kapanacak sonra kadın ve çocukların can güvenliğini düşünülecek,Positive,tweet-pn
"Yunanlılar,İngiliz tohumları,ve din tüccarları tag  acmislar #AtatürküSevmiyorum diyorlar Kudurun aq??",Negative,tweet-pn
azarda adamı azdırmaya çalışan kaşar,Negative,tweet-pn
Tablonun Bellini atölyesinden çıkmış olması orijinal olduğunu kanıtlıyor. O dönemde birçok eser  atölyelerde kolektif olarak üretiliyordu. Müzayede evi Christie’s de tablonun orijinalliğini doğruladı.,Positive,tweet-pn
bu orospu çocuğu nazmi ardıç kumpas mağdurlarını bile cezaevinde dinleten bir kahpe,Negative,tweet-pn
Türkiyenin sondajı bir dolu çıksın o zaman Türkiyeyi görün ,Positive,tweet-pn
yg yıkıl karşımdan dangalak herif,Negative,tweet-pn
7 yaşında ailemle birlikte gitmiştim o yaşımda baya etkilenmiştim şimdi görünce duygulandım,Positive,tweet-pn
İzmir’de bir uyuşturucu çetesi daha çökertildi!,Positive,tweet-pn
Her sabah ne kadar daha iğrençliklerin olabileceğini düşünerek  uyandığımız bir dünyada çocuklarınızı KORUYUN! Lütfen görsellerini kendi rızalarını alacak yaşa gelmeden açık hesaplarınızda paylaşmayın! Çocukları kullanarak insta vs kazanımı yapanlara da prim vermeyin.,Positive,tweet-pn
 Türkiye F in sitesinden silindi ABD nin Türkiye yi F yeni nesil savaş uçağı programından çıkarmasının ardından ,Positive,tweet-pn
Hadi hayirlisi,Positive,tweet-pn
kafesteki kuşların neden şarkı söylediklerini biliyorum,Positive,tweet-pn
liboş aman ha çıldırmayasın bak ağlamayın sonra,Negative,tweet-pn
hele hele nasılda yalıyorlar birbirlerini göt oğlanları nasılda iyi niyetliler o zaman adam olacak tıpası yiyorsa öyle küfür edecek siz ne kansız orospu evlatlarısınız lan nereden türediniz böyle size bu memleket de ekmek veren sistemin amk ben ,Negative,tweet-pn
Bir kadın nasıl giyinirse giyinsin sen ona o sikik arabanla korna çalıp laf atamazsın,Positive,tweet-pn
Nasıl Tepki Verilmesin,Positive,tweet-pn
"Halini sor,er ya da geç yollar bir",Positive,tweet-pn
şu kafamdaki soru işaretlerini çözemeden ölürsem emin olun ki her gece rüyalarınıza girip girip hayatınıza sıçarım,Negative,tweet-pn
Aslında zorunluluk hissettim.Son yıllarda öldürülen kadınlarımızın tamamına yakınına davada müdahil olduk. Çocuklarına destek olduk.Mahkemelere gittik.Hala da gidiyoruz. Ne bileyim sanki söz hakkım olduğunu düşündüm. Fikirlerimi söyledim. Ama zamanlama hatalıydı diyebiliriz.,Positive,tweet-pn
Bahçeşehir Koleji Fen ve Teknoloji Lisesi öğrencilerimiz dünyanın en saygın üniversitelerine %100 bursla kabul edilme hikayelerini paylaşmak üzere Cüneyt Özdemir’in Canlı Yayın konuğu oluyor.,Positive,tweet-pn
sındırgı kadın kolları kongremizde tekrar seçilerek başkanlık görevine devam eden nagihan eroğlu ve yönetimini tebrik ediyor,Positive,tweet-pn
çocuk gelin pedofili sayısı tavan yapmış durumda,Positive,tweet-pn
Bu ahmak soytarı hakkında gereken yapılmalıdır ,Negative,tweet-pn
 Ayasofya kararı da Islak Rahibenin içine oturmuş Ne memnuniyetsiz bir element bu yav ,Negative,tweet-pn
kulampara gay olmadığı halde erkeklerce istismara uğrayan genç erkek,Positive,tweet-pn
bilgisayar muhendisiyim ben takıldığında bende yardımcı olabilirim bazı konularda istersen,Positive,tweet-pn
Kavga ettiğim oğlanın ailesi ile danaya girmişiz neden küçüksün Çankırı ,Positive,tweet-pn
Tamamıyla fuhuş,Negative,tweet-pn
"Bu koronalar ailecek insanlığa musallat olmuş! Neyse ki çok ölümcül olan SARS ve MERS püskürtüldü, diğer dördü sadece soğuk algınlığı ile kalıp, bizimle pek uğraşmıyor-bağışıklık sistemi öğrenmiş bunları -geriye covid19 yapan, aileye yeni katılan kaldı, onu da bertaraf edeceğiz!",Positive,tweet-pn
 Sivas ın Zara ilçesindeki Akören köyünde koronavirüs tedbirleri kapsamında karantina uygulaması başlatıldı Sivas Valiliği,Positive,tweet-pn
Yok ya başımı belaya mı sokayım bütün akrabalar üşüşür ,Negative,tweet-pn
Netflixde olan dizilermiş lan bunlar toplar amk netflix original içeriklere sokim harbiden ,Negative,tweet-pn
Ankara Onkoloji Hastanesinde (Demetevler) yatmakta olan 30 yaşındaki hasta için B-(negatif) acil kan ihtiyacı vardır. ,Positive,tweet-pn
 Berkan Nisoo sana bi sozum vardi bak burdaa duygulandirdin babako emegine saglik ,Positive,tweet-pn
lan yalaka sonra çıkar yabancı sınırı dersin,Negative,tweet-pn
Henüz hiç tiktok kullanmamış merak edip bakmamış bakanları orda vakit harcayanlarıda aptal gözüyle gören biri olarak söyleyebilirim ki bu uygulama bir arika dostum,Positive,tweet-pn
beyaz t shirt meselesini yeterinde abartmadığımızı fark ettim aga hatika bi sey ,Positive,tweet-pn
şu saç tıraşıyla astsubay oldum diyecek denyo,Negative,tweet-pn
Amk dengesizi burda da mı meydan okumaya çıktı. Senin olmayan beynini sikeyim,Negative,tweet-pn
Yokta amk salak salak gündemler mevzular yaratıyorlar oturuyorlar boş bir konuyu uzatıyorlar hepsi scout teknik direktör gibi yorum yapıyorlar ,Negative,tweet-pn
Yarın Herkese Bilim ve Teknoloji dergisini almayı unutmayın - Orhan Bursalı ile röportajım çıkacak,Positive,tweet-pn
vallahi sana kızgın olan kahpe olsun tüm sıkıntımız tudorla,Negative,tweet-pn
Ciddi bişey düşünürken birden zihnimde şik şak şok çalıyo aq yeteerrr ,Negative,tweet-pn
istediğim zaman müzik yapma rahatlığına erişmek tam 6 yıl aldı,Positive,tweet-pn
esad ı islamcı militanlara karşı verdiği başarılı mücadeleden dolayı tebrik etti,Positive,tweet-pn
 İnternette güçlü bir şifre seçin onu da sık sık değiştirin Bu uyarılara rağmen hala şifresini kullanan var mı Dün ,Positive,tweet-pn
Google doodle bugün astrofizikçi Dilhan Eryurt’un Apollo 11 ay yolculuğu projesine katkılarını onurlandırıyor.,Positive,tweet-pn
ucretli öğretmenler magduriyetlerinin giderilmesi için kadro…,Positive,tweet-pn
"Hocam Singapur 5.6 milyon, D.Anadolu 8 milyon. Yüzdesel sapma çok büyük.",Positive,tweet-pn
bilgisayar başına geçip küfür ederek millete laf ediyorsunuz neymiş kpop dinleyerek ülkeyi geriletiyormuşuz sözde ula,Positive,tweet-pn
